benchmark,attack,f,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict
boolq,coherent,0.5,ds_onecoin,race,0.8266666666666667,0.0,0.8266666666666667,0.7541666666666668,0.8900416666666664,8.623539615958031e-10,48,1.103813070842628e-07,win
boolq,coherent,0.7,self,race,0.7972222222222222,0.6194444444444444,0.1777777777777778,0.13888888888888892,0.21527777777777782,1.9736356583140812e-08,48,2.3486264333937567e-06,win
boolq,coherent,0.7,majority,race,0.7972222222222222,0.0,0.7972222222222222,0.725,0.8625347222222222,9.77774600540595e-10,48,1.2319959966811496e-07,win
boolq,coherent,0.7,aip_gated,race,0.7972222222222222,0.0,0.7972222222222222,0.7222222222222223,0.8652777777777777,9.77774600540595e-10,48,1.2319959966811496e-07,win
boolq,coherent,0.7,ds_onecoin,race,0.7972222222222222,0.0,0.7972222222222222,0.7222222222222223,0.8638888888888889,9.77774600540595e-10,48,1.2319959966811496e-07,win
boolq,llm:collude,0.1,self,race,0.6124999999999999,0.6175925925925926,-0.005092592592592578,-0.06667824074074072,0.05093749999999994,0.5663477573003617,48,1.0,tie
boolq,llm:collude,0.1,majority,race,0.6124999999999999,0.6666666666666666,-0.054166666666666675,-0.12175925925925928,0.011574074074074065,0.25282764755616505,48,1.0,tie
boolq,llm:collude,0.1,aip_gated,race,0.6124999999999999,0.699537037037037,-0.08703703703703707,-0.1537037037037037,-0.021747685185185262,0.009878342332674163,48,0.8100240712792813,tie
boolq,llm:collude,0.1,ds_onecoin,race,0.6124999999999999,0.7416666666666667,-0.12916666666666668,-0.1962962962962963,-0.060648148148148166,0.0007384348410025532,48,0.07310504925925278,tie
boolq,llm:collude,0.3,self,race,0.6386904761904763,0.6202380952380953,0.018452380952380946,-0.031547619047619054,0.06904761904761902,0.8041562285053391,48,1.0,tie
boolq,llm:collude,0.3,majority,race,0.6386904761904763,0.6999999999999998,-0.061309523809523814,-0.14047619047619048,0.022038690476190396,0.07897675829255547,48,1.0,tie
boolq,llm:collude,0.3,aip_gated,race,0.6386904761904763,0.7160714285714286,-0.07738095238095238,-0.18035714285714285,0.026830357142856906,0.21411425898422287,48,1.0,tie
boolq,llm:collude,0.3,ds_onecoin,race,0.6386904761904763,0.65,-0.011309523809523806,-0.05059523809523808,0.029166666666666674,0.20377684645693173,48,1.0,tie
boolq,llm:collude,0.5,self,race,0.6066666666666666,0.6008333333333333,0.005833333333333336,-0.049999999999999996,0.0625,0.8972578434121159,48,1.0,tie
boolq,llm:collude,0.5,majority,race,0.6066666666666666,0.6833333333333332,-0.07666666666666666,-0.24502083333333333,0.09833333333333333,0.5005325879595057,48,1.0,tie
boolq,llm:collude,0.5,aip_gated,race,0.6066666666666666,0.5416666666666666,0.065,-0.16166666666666665,0.3016666666666667,0.18981037802197598,48,1.0,tie
boolq,llm:collude,0.5,ds_onecoin,race,0.6066666666666666,0.5416666666666666,0.065,-0.17252083333333332,0.2925,0.18981037802197598,48,1.0,tie
boolq,llm:collude,0.7,self,race,0.5736111111111111,0.6194444444444444,-0.045833333333333316,-0.09305555555555554,0.004166666666666677,0.1450816036272428,48,1.0,tie
boolq,llm:collude,0.7,majority,race,0.5736111111111111,0.5416666666666666,0.03194444444444445,-0.19305555555555556,0.250034722222222,0.3359258825035575,48,1.0,tie
boolq,llm:collude,0.7,aip_gated,race,0.5736111111111111,0.5416666666666666,0.03194444444444445,-0.19447916666666673,0.2708333333333333,0.3359258825035575,48,1.0,tie
boolq,llm:collude,0.7,ds_onecoin,race,0.5736111111111111,0.5416666666666666,0.03194444444444445,-0.20694444444444446,0.26805555555555555,0.3359258825035575,48,1.0,tie
boolq,llm:rushing,0.1,self,race,0.6916666666666668,0.6175925925925926,0.0740740740740741,0.0009259259259259536,0.14074074074074075,0.03037836621357403,48,1.0,tie
boolq,llm:rushing,0.1,majority,race,0.6916666666666668,0.6541666666666667,0.037500000000000006,-0.020833333333333325,0.10833333333333334,0.8731940716490283,48,1.0,tie
boolq,llm:rushing,0.1,aip_gated,race,0.6916666666666668,0.6935185185185184,-0.0018518518518518452,-0.04121527777777777,0.03796296296296297,0.6217883646212977,48,1.0,tie
boolq,llm:rushing,0.1,ds_onecoin,race,0.6916666666666668,0.7458333333333332,-0.05416666666666667,-0.10416666666666667,-0.012500000000000002,0.029688122146442036,48,1.0,tie
boolq,llm:rushing,0.3,self,race,0.544047619047619,0.6202380952380953,-0.0761904761904762,-0.14404761904761906,-0.007142857142857155,0.031858012538435704,48,1.0,tie
boolq,llm:rushing,0.3,majority,race,0.544047619047619,0.6833333333333332,-0.1392857142857143,-0.23691964285714287,-0.04226190476190478,0.0012666842479379195,48,0.1241350562979161,tie
