benchmark,attack,f,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict
arc,llm:solo,0.1,ds_onecoin,race,0.675462962962963,0.6583333333333333,0.017129629629629616,-0.036574074074074085,0.07175925925925924,0.8630102703766883,48,1.0,tie
arc,llm:solo,0.1,race_onecoin,race,0.675462962962963,0.675462962962963,0.0,0.0,0.0,1.0,48,1.0,tie
arc,llm:solo,0.3,self,race,0.6714285714285714,0.5208333333333334,0.15059523809523812,0.08511904761904765,0.21547619047619046,0.0003804948638176346,48,0.04756185797720432,win
arc,llm:solo,0.3,majority,race,0.6714285714285714,0.5875,0.08392857142857142,0.007127976190476185,0.16132440476190466,0.0024568113546317607,48,0.2645309494117121,tie
arc,llm:solo,0.3,aip_gated,race,0.6714285714285714,0.5892857142857143,0.08214285714285714,0.009508928571428567,0.1595535714285713,0.04037908306822181,48,1.0,tie
arc,llm:solo,0.3,ds_onecoin,race,0.6714285714285714,0.6291666666666668,0.04226190476190476,0.004166666666666661,0.07976190476190476,0.01645821380537764,48,1.0,tie
arc,llm:solo,0.3,race_onecoin,race,0.6714285714285714,0.6714285714285714,0.0,0.0,0.0,1.0,48,1.0,tie
arc,llm:solo,0.5,self,race,0.6483333333333333,0.51,0.13833333333333334,0.07831249999999998,0.19833333333333333,0.0004989178205463389,48,0.060867974106653344,tie
arc,llm:solo,0.5,majority,race,0.6483333333333333,0.5458333333333334,0.1025,-0.003354166666666668,0.21833333333333335,0.20183856879243633,48,1.0,tie
arc,llm:solo,0.5,aip_gated,race,0.6483333333333333,0.4808333333333333,0.1675,0.033333333333333354,0.30833333333333335,0.012769967636802337,48,1.0,tie
arc,llm:solo,0.5,ds_onecoin,race,0.6483333333333333,0.6416666666666667,0.006666666666666661,-0.0316875,0.04416666666666665,0.870489170124161,48,1.0,tie
arc,llm:solo,0.5,race_onecoin,race,0.6483333333333333,0.6483333333333333,0.0,0.0,0.0,1.0,48,1.0,tie
arc,llm:solo,0.7,self,race,0.5402777777777777,0.48333333333333334,0.05694444444444444,-0.009722222222222217,0.12083333333333335,0.1677640971260299,48,1.0,tie
arc,llm:solo,0.7,majority,race,0.5402777777777777,0.4666666666666666,0.07361111111111111,-0.04586805555555555,0.19586805555555542,0.15786594720321068,48,1.0,tie
arc,llm:solo,0.7,aip_gated,race,0.5402777777777777,0.3958333333333333,0.1444444444444445,0.041631944444444444,0.25281249999999983,0.003124344823120079,48,0.3280562064276083,tie
arc,llm:solo,0.7,ds_onecoin,race,0.5402777777777777,0.4291666666666667,0.11111111111111112,0.04583333333333334,0.17222222222222225,0.0007874075213520115,48,0.09291408751953736,tie
arc,llm:solo,0.7,race_onecoin,race,0.5402777777777777,0.5402777777777777,0.0,0.0,0.0,1.0,48,1.0,tie
boolq,coherent,0.1,self,race,0.9868055555555555,0.7479166666666666,0.23888888888888893,0.17222222222222222,0.3048611111111111,4.718849092306701e-06,32,0.0006889519674767783,win
boolq,coherent,0.1,majority,race,0.9868055555555555,0.75,0.23680555555555555,0.11875,0.381267361111111,0.0009788281132001354,32,0.11256523301801558,tie
boolq,coherent,0.1,aip_gated,race,0.9868055555555555,0.7993055555555556,0.1875,0.09027777777777776,0.30145833333333294,0.00035389737994147253,32,0.04459106987262554,win
boolq,coherent,0.1,ds_onecoin,race,0.9868055555555555,0.8625,0.12430555555555553,0.05833333333333333,0.2020833333333333,0.000574178727207169,32,0.06890144726486028,tie
boolq,coherent,0.1,race_onecoin,race,0.9868055555555555,0.9652777777777778,0.021527777777777774,0.0,0.06388888888888888,0.1573514974697191,32,1.0,tie
boolq,coherent,0.3,self,race,0.9589285714285714,0.7455357142857143,0.21339285714285716,0.15622767857142858,0.2705580357142856,4.765370453946911e-06,32,0.0006892872227987105,win
boolq,coherent,0.3,majority,race,0.9589285714285714,0.54375,0.4151785714285714,0.29015624999999995,0.5437723214285712,1.4506398549619766e-05,32,0.0020308957969467673,win
boolq,coherent,0.3,aip_gated,race,0.9589285714285714,0.4714285714285714,0.4875,0.3562276785714285,0.6107366071428569,4.753704984818693e-06,32,0.0006892872227987105,win
boolq,coherent,0.3,ds_onecoin,race,0.9589285714285714,0.99375,-0.03482142857142857,-0.058928571428571414,-0.014285714285714287,0.0047994778364867695,32,0.47994778364867696,tie
boolq,coherent,0.3,race_onecoin,race,0.9589285714285714,0.9312499999999999,0.02767857142857142,0.005357142857142852,0.061607142857142846,0.025477611842332427,32,1.0,tie
boolq,coherent,0.5,self,race,0.9412499999999999,0.73375,0.20750000000000002,0.14750000000000002,0.26753124999999983,4.7583683573109275e-06,32,0.0006892872227987105,win
boolq,coherent,0.5,majority,race,0.9412499999999999,0.24375000000000002,0.6975,0.55621875,0.82125,2.2353082186468947e-06,32,0.0003308256163597404,win
boolq,coherent,0.5,aip_gated,race,0.9412499999999999,0.0,0.9412499999999999,0.9124687499999999,0.96875,3.556162543549654e-07,32,5.54761356793746e-05,win
boolq,coherent,0.5,ds_onecoin,race,0.9412499999999999,0.0,0.9412499999999999,0.9125000000000001,0.9675,3.556162543549654e-07,32,5.54761356793746e-05,win
boolq,coherent,0.5,race_onecoin,race,0.9412499999999999,0.9375,0.0037500000000000207,-0.013749999999999978,0.020000000000000025,0.2770635716179656,32,1.0,tie
boolq,coherent,0.7,self,race,0.89375,0.7333333333333333,0.16041666666666665,0.11666666666666667,0.20416666666666666,4.5860404231963715e-06,32,0.0006741479422098666,win
boolq,coherent,0.7,majority,race,0.89375,0.0,0.89375,0.8499479166666666,0.9354166666666667,5.595399559254718e-07,32,8.616915321252266e-05,win
boolq,coherent,0.7,aip_gated,race,0.89375,0.0,0.89375,0.8479166666666667,0.9354166666666667,5.595399559254718e-07,32,8.616915321252266e-05,win
boolq,coherent,0.7,ds_onecoin,race,0.89375,0.0,0.89375,0.85,0.9354166666666666,5.595399559254718e-07,32,8.616915321252266e-05,win
boolq,coherent,0.7,race_onecoin,race,0.89375,0.8916666666666666,0.0020833333333333086,-0.0166666666666667,0.020885416666666382,0.8438153879463229,32,1.0,tie
boolq,llm:collude,0.1,self,race,0.8458333333333333,0.7479166666666666,0.09791666666666668,-0.002777777777777768,0.18890624999999991,0.020253236827444048,32,1.0,tie
boolq,llm:collude,0.1,majority,race,0.8458333333333333,0.8125,0.033333333333333326,-0.0625,0.12708333333333333,0.11846264093030677,32,1.0,tie
boolq,llm:collude,0.1,aip_gated,race,0.8458333333333333,0.85,-0.004166666666666671,-0.050034722222222223,0.030555555555555544,0.4473114633752472,32,1.0,tie
boolq,llm:collude,0.1,ds_onecoin,race,0.8458333333333333,0.8374999999999999,0.008333333333333318,-0.0625,0.06458333333333331,0.31976263776691993,32,1.0,tie
boolq,llm:collude,0.1,race_onecoin,race,0.8458333333333333,0.83125,0.014583333333333328,0.0,0.033333333333333326,0.083371474909313,32,1.0,tie
boolq,llm:collude,0.3,self,race,0.8357142857142856,0.7455357142857143,0.09017857142857141,-0.00270089285714286,0.17410714285714285,0.03467312477278774,32,1.0,tie
