f,Receiver alone,Majority vote,Dawid–Skene (label-free),AIP gated,AIP soft gate (M1),RACE (ours),RACE + self cap,Known-channel oracle
0.3,84.92857142857143,80.95833333333333,83.45833333333333,84.54960317460318,82.36706349206348,89.80555555555554,89.64484126984128,91.80555555555556
0.5,84.07222222222222,42.02777777777778,0.0,51.79166666666667,64.94444444444444,85.85,85.85,88.22222222222223
0.7,84.18981481481481,0.0,0.0,23.51851851851852,43.01851851851852,75.33333333333334,77.2314814814815,84.9861111111111
