benchmark,f,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict,study,attack,param
math500,0.3,ds_onecoin,race,0.7928571428571427,0.8699999999999999,-0.07714285714285718,-0.1050089285714286,-0.043214285714285754,1.0497850437254244e-06,80,0.00019316044804547808,loss,main,,
math500,0.3,aip_gated,race,0.7928571428571427,0.8121428571428572,-0.01928571428571434,-0.04857142857142862,0.013214285714285661,0.0018224166904254892,80,0.2551383366595685,tie,main,,
math500,0.3,aip_soft,race,0.7928571428571427,0.8121428571428572,-0.01928571428571434,-0.050000000000000065,0.011785714285714234,0.0018224166904254892,80,0.2551383366595685,tie,main,,
math500,0.4,self,race,0.7745833333333332,0.7104166666666666,0.06416666666666662,0.014999999999999947,0.11624999999999992,0.27880801393384236,80,1.0,tie,main,,
math500,0.4,majority,race,0.7745833333333332,0.51,0.2645833333333333,0.1787499999999999,0.34835416666666646,4.2422983047833565e-07,80,7.84825186384921e-05,win,main,,
math500,0.4,ds_onecoin,race,0.7745833333333332,0.365,0.40958333333333324,0.3829166666666665,0.4320833333333332,4.2448235209643695e-17,80,1.1121437624926649e-14,win,main,,
math500,0.4,aip_gated,race,0.7745833333333332,0.7858333333333333,-0.011250000000000033,-0.04000000000000003,0.021249999999999963,0.1321752713523958,80,1.0,tie,main,,
math500,0.4,aip_soft,race,0.7745833333333332,0.7858333333333333,-0.011250000000000033,-0.04167708333333337,0.020833333333333297,0.1321752713523958,80,1.0,tie,main,,
math500,0.5,self,race,0.7625,0.6984999999999999,0.06400000000000003,0.01800000000000005,0.11701249999999996,0.07703824064452179,80,1.0,tie,main,,
math500,0.5,majority,race,0.7625,0.425,0.3375,0.25150000000000006,0.422,4.32483121377497e-08,80,8.476669178998941e-06,win,main,,
