benchmark,f,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict,study,attack,param
arc,0.3,aip_gated,race,0.975,0.9803571428571427,-0.005357142857142857,-0.014880952380952384,0.0,0.15730741684009697,80,1.0,tie,zoo,uninformative,1.0
arc,0.3,aip_soft,race,0.975,0.9779761904761906,-0.002976190476190477,-0.009523809523809523,0.001190476190476189,0.5538940370211425,80,1.0,tie,zoo,uninformative,1.0
arc,0.5,self,race,0.9799999999999999,0.9175000000000001,0.0625,0.034166666666666665,0.09666666666666665,0.00023293776216307442,80,0.15630123841142293,tie,zoo,attractor,1.0
arc,0.5,majority,race,0.9799999999999999,0.3958333333333333,0.5841666666666667,0.48916666666666675,0.675,1.3231981082936997e-13,80,1.3231981082936997e-10,win,zoo,attractor,1.0
arc,0.5,ds_onecoin,race,0.9799999999999999,0.0,0.9799999999999999,0.9549166666666665,1.0,1.484886448871769e-18,80,1.8226529013356192e-15,win,zoo,attractor,1.0
arc,0.5,aip_gated,race,0.9799999999999999,1.0,-0.02,-0.04504166666666667,0.0,0.08327686887710241,80,1.0,tie,zoo,attractor,1.0
arc,0.5,aip_soft,race,0.9799999999999999,0.9991666666666668,-0.019166666666666665,-0.044166666666666674,0.0,0.08327686887710241,80,1.0,tie,zoo,attractor,1.0
arc,0.5,self,race,0.9416666666666668,0.9175000000000001,0.02416666666666666,0.0016666666666666588,0.04833333333333331,0.0816823836969067,80,1.0,tie,zoo,camouflage,0.7
arc,0.5,majority,race,0.9416666666666668,0.8916666666666666,0.05,0.008333333333333335,0.09583333333333333,0.012022892242480137,80,1.0,tie,zoo,camouflage,0.7
arc,0.5,ds_onecoin,race,0.9416666666666668,0.8916666666666666,0.05,0.008333333333333337,0.09583333333333333,0.012022892242480137,80,1.0,tie,zoo,camouflage,0.7
arc,0.5,aip_gated,race,0.9416666666666668,0.8400000000000001,0.10166666666666677,0.06581250000000008,0.1425000000000001,1.2735567406400813e-15,80,1.3856297338164085e-12,win,zoo,camouflage,0.7
arc,0.5,aip_soft,race,0.9416666666666668,0.8400000000000001,0.10166666666666677,0.06750000000000009,0.1375000000000001,1.2735567406400813e-15,80,1.3856297338164085e-12,win,zoo,camouflage,0.7
arc,0.5,self,race,0.95,0.9175000000000001,0.03249999999999999,0.011666666666666662,0.05418749999999988,0.006956818076714808,80,1.0,tie,zoo,camouflage,0.9
arc,0.5,majority,race,0.95,0.7916666666666667,0.15833333333333333,0.08666666666666667,0.23666666666666666,6.512788297997386e-05,80,0.046305924798761416,win,zoo,camouflage,0.9
arc,0.5,ds_onecoin,race,0.95,0.7916666666666667,0.15833333333333333,0.08833333333333333,0.2375208333333332,6.512788297997386e-05,80,0.046305924798761416,win,zoo,camouflage,0.9
arc,0.5,aip_gated,race,0.95,0.7916666666666667,0.15833333333333333,0.08997916666666667,0.2375208333333332,6.512788297997386e-05,80,0.046305924798761416,win,zoo,camouflage,0.9
arc,0.5,aip_soft,race,0.95,0.7916666666666667,0.15833333333333333,0.08666666666666667,0.23835416666666656,6.512788297997386e-05,80,0.046305924798761416,win,zoo,camouflage,0.9
arc,0.5,self,race,0.95,0.9175000000000001,0.03249999999999999,0.01166666666666666,0.05668749999999988,0.01222909232123709,80,1.0,tie,zoo,echo,1.0
arc,0.5,majority,race,0.95,0.9416666666666667,0.008333333333333333,0.0,0.020833333333333332,0.15729920705028502,80,1.0,tie,zoo,echo,1.0
arc,0.5,ds_onecoin,race,0.95,0.95,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,echo,1.0
arc,0.5,aip_gated,race,0.95,0.9408333333333335,0.009166666666666667,0.0008333333333333332,0.021666666666666667,0.04552216892442034,80,1.0,tie,zoo,echo,1.0
arc,0.5,aip_soft,race,0.95,0.9416666666666668,0.008333333333333335,0.0,0.02,0.08328098628159922,80,1.0,tie,zoo,echo,1.0
arc,0.5,self,race,0.9875,0.9175000000000001,0.06999999999999999,0.03916666666666666,0.10583333333333331,3.890555915625417e-05,80,0.028275796790621126,win,zoo,gate_aware,0.0
arc,0.5,majority,race,0.9875,0.85,0.1375,0.075,0.20833333333333331,3.8735406193494605e-05,80,0.028199375708864074,win,zoo,gate_aware,0.0
arc,0.5,ds_onecoin,race,0.9875,0.9875,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,gate_aware,0.0
arc,0.5,aip_gated,race,0.9875,0.8483333333333334,0.1391666666666667,0.07916666666666668,0.20502083333333324,1.3755056275283988e-05,80,0.01031629220646299,win,zoo,gate_aware,0.0
arc,0.5,aip_soft,race,0.9875,0.8949999999999999,0.09250000000000001,0.044166666666666674,0.15,6.548302577867383e-05,80,0.046305924798761416,win,zoo,gate_aware,0.0
arc,0.5,self,race,0.9833333333333332,0.9175000000000001,0.06583333333333333,0.03666666666666666,0.0975,3.890555915625417e-05,80,0.028275796790621126,win,zoo,gate_aware,0.25
arc,0.5,majority,race,0.9833333333333332,0.8625,0.12083333333333335,0.06666666666666668,0.18333333333333335,6.538839333143106e-05,80,0.046305924798761416,win,zoo,gate_aware,0.25
arc,0.5,ds_onecoin,race,0.9833333333333332,0.9833333333333332,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,gate_aware,0.25
arc,0.5,aip_gated,race,0.9833333333333332,0.845,0.13833333333333334,0.08,0.2041874999999999,2.314616397516661e-05,80,0.017008102735793628,win,zoo,gate_aware,0.25
arc,0.5,aip_soft,race,0.9833333333333332,0.9108333333333334,0.07250000000000001,0.034166666666666665,0.11833333333333332,0.0005392661620424992,80,0.3454332106639977,tie,zoo,gate_aware,0.25
arc,0.5,self,race,0.9791666666666666,0.9175000000000001,0.06166666666666666,0.034166666666666665,0.09166666666666666,3.891143689224593e-05,80,0.028275796790621126,win,zoo,gate_aware,0.5
arc,0.5,majority,race,0.9791666666666666,0.7916666666666666,0.1875,0.12916666666666668,0.25,8.848300939926235e-08,80,7.423724488598111e-05,win,zoo,gate_aware,0.5
arc,0.5,ds_onecoin,race,0.9791666666666666,0.975,0.0041666666666666675,0.0,0.0125,0.31731050786291415,80,1.0,tie,zoo,gate_aware,0.5
arc,0.5,aip_gated,race,0.9791666666666666,0.9083333333333332,0.07083333333333333,0.025,0.12083333333333332,0.002714655105259367,80,1.0,tie,zoo,gate_aware,0.5
arc,0.5,aip_soft,race,0.9791666666666666,0.9275,0.05166666666666667,0.020833333333333336,0.08752083333333323,0.002714911731222906,80,1.0,tie,zoo,gate_aware,0.5
arc,0.5,self,race,0.9791666666666666,0.9175000000000001,0.06166666666666666,0.03583333333333332,0.0925,3.891143689224593e-05,80,0.028275796790621126,win,zoo,gate_aware,0.75
arc,0.5,majority,race,0.9791666666666666,0.6625,0.3166666666666667,0.2416666666666667,0.3917708333333328,7.96970294044486e-11,80,7.332126705209271e-08,win,zoo,gate_aware,0.75
arc,0.5,ds_onecoin,race,0.9791666666666666,0.9708333333333332,0.008333333333333335,0.0,0.020833333333333336,0.15730741684009697,80,1.0,tie,zoo,gate_aware,0.75
arc,0.5,aip_gated,race,0.9791666666666666,0.9166666666666666,0.0625,0.03,0.10085416666666655,0.0005391363676085303,80,0.3454332106639977,tie,zoo,gate_aware,0.75
arc,0.5,aip_soft,race,0.9791666666666666,0.9616666666666667,0.017499999999999998,0.0016666666666666666,0.03918749999999989,0.02537018998796114,80,1.0,tie,zoo,gate_aware,0.75
arc,0.5,self,race,0.9708333333333332,0.9175000000000001,0.05333333333333332,0.029999999999999992,0.07916666666666666,3.8913396291663756e-05,80,0.028275796790621126,win,zoo,gate_aware,1.0
arc,0.5,majority,race,0.9708333333333332,0.3958333333333333,0.575,0.4875,0.6583333333333334,1.5065839833246994e-13,80,1.5050773993413747e-10,win,zoo,gate_aware,1.0
arc,0.5,ds_onecoin,race,0.9708333333333332,0.0,0.9708333333333332,0.9416666666666668,0.9916666666666668,4.8885885988374226e-18,80,5.924969381790956e-15,win,zoo,gate_aware,1.0
arc,0.5,aip_gated,race,0.9708333333333332,0.9633333333333333,0.007499999999999998,-0.0016666666666666692,0.019999999999999997,0.5538887445996896,80,1.0,tie,zoo,gate_aware,1.0
arc,0.5,aip_soft,race,0.9708333333333332,0.9608333333333332,0.009999999999999998,0.0,0.024166666666666663,0.08327686887710241,80,1.0,tie,zoo,gate_aware,1.0
arc,0.5,self,race,0.9833333333333332,0.9175000000000001,0.06583333333333333,0.03583333333333333,0.10002083333333323,0.00022992379871886878,80,0.1558310579139433,tie,zoo,independent,1.0
arc,0.5,majority,race,0.9833333333333332,0.8666666666666668,0.11666666666666665,0.058333333333333334,0.1875,0.00018664644569288034,80,0.12747952240823726,tie,zoo,independent,1.0
arc,0.5,ds_onecoin,race,0.9833333333333332,0.9833333333333332,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,independent,1.0
arc,0.5,aip_gated,race,0.9833333333333332,0.8558333333333333,0.1275,0.06666666666666668,0.18833333333333332,0.00011028531913731775,80,0.07701679605653144,tie,zoo,independent,1.0
arc,0.5,aip_soft,race,0.9833333333333332,0.8908333333333334,0.0925,0.045000000000000005,0.14666666666666667,0.0003169936812307273,80,0.20989159186954567,tie,zoo,independent,1.0
arc,0.5,self,race,0.9733333333333334,0.9175000000000001,0.055833333333333325,0.030812499999999993,0.08252083333333321,3.8913396291663756e-05,80,0.028275796790621126,win,zoo,partial,0.5
arc,0.5,majority,race,0.9733333333333334,0.95,0.023333333333333338,0.0024791666666666677,0.046666666666666676,0.09055799225648434,80,1.0,tie,zoo,partial,0.5
arc,0.5,ds_onecoin,race,0.9733333333333334,0.975,-0.0016666666666666663,-0.004999999999999999,0.0,0.31731050786291415,80,1.0,tie,zoo,partial,0.5
arc,0.5,aip_gated,race,0.9733333333333334,0.89,0.0833333333333334,0.06581250000000005,0.10500000000000005,3.4310415656265993e-15,80,3.678076558351715e-12,win,zoo,partial,0.5
arc,0.5,aip_soft,race,0.9733333333333334,0.8733333333333334,0.10000000000000009,0.07833333333333341,0.12500000000000006,1.487957174282697e-16,80,1.6799036497651648e-13,win,zoo,partial,0.5
arc,0.5,self,race,0.9625,0.9175000000000001,0.04499999999999999,0.020833333333333325,0.06999999999999999,0.0015452833744130062,80,0.9148077576524997,tie,zoo,partial,0.8
arc,0.5,majority,race,0.9625,0.7333333333333332,0.22916666666666669,0.16666666666666669,0.29583333333333334,1.8313601770782634e-09,80,1.620753756714263e-06,win,zoo,partial,0.8
arc,0.5,ds_onecoin,race,0.9625,0.9583333333333334,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie,zoo,partial,0.8
arc,0.5,aip_gated,race,0.9625,0.9233333333333332,0.03916666666666667,0.012500000000000002,0.07083333333333333,0.017842306501130747,80,1.0,tie,zoo,partial,0.8
arc,0.5,aip_soft,race,0.9625,0.9283333333333333,0.034166666666666665,0.008333333333333335,0.06333333333333332,0.017927493498350787,80,1.0,tie,zoo,partial,0.8
arc,0.5,self,race,0.21083333333333334,0.9175000000000001,-0.7066666666666667,-0.7258333333333334,-0.6833333333333333,4.506822548409653e-17,80,5.1693254630258716e-14,loss,zoo,sleeper,1.0
arc,0.5,majority,race,0.21083333333333334,0.3958333333333333,-0.185,-0.27,-0.10166666666666668,0.00021411247172112925,80,0.14559648077036788,tie,zoo,sleeper,1.0
arc,0.5,ds_onecoin,race,0.21083333333333334,0.7916666666666667,-0.5808333333333333,-0.6416666666666668,-0.5133333333333334,1.5442891436208274e-15,80,1.674009431684977e-12,loss,zoo,sleeper,1.0
arc,0.5,aip_gated,race,0.21083333333333334,0.33499999999999996,-0.12416666666666668,-0.13252083333333334,-0.11499999999999996,1.8548951955020253e-16,80,2.0830473045487744e-13,loss,zoo,sleeper,1.0
arc,0.5,aip_soft,race,0.21083333333333334,0.22749999999999998,-0.01666666666666667,-0.027500000000000004,-0.006666666666666668,0.0009187873186761542,80,0.5549475404803971,tie,zoo,sleeper,1.0
arc,0.5,self,race,0.9625,0.9175000000000001,0.04499999999999999,0.02166666666666666,0.07166666666666666,0.0015452833744130062,80,0.9148077576524997,tie,zoo,uninformative,1.0
arc,0.5,majority,race,0.9625,0.9416666666666667,0.020833333333333332,-0.0041666666666666675,0.05,0.24283490080196724,80,1.0,tie,zoo,uninformative,1.0
arc,0.5,ds_onecoin,race,0.9625,0.9583333333333334,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie,zoo,uninformative,1.0
arc,0.5,aip_gated,race,0.9625,0.9525,0.01,-0.004166666666666667,0.025,0.060186100396418224,80,1.0,tie,zoo,uninformative,1.0
arc,0.5,aip_soft,race,0.9625,0.9475000000000001,0.015000000000000003,0.0024999999999999996,0.030000000000000006,0.03496116596619276,80,1.0,tie,zoo,uninformative,1.0
arc,0.7,self,race,0.9625,0.9069444444444443,0.05555555555555556,0.026388888888888896,0.0875,0.0004247800142565505,80,0.2786556893522971,tie,zoo,attractor,1.0
arc,0.7,majority,race,0.9625,0.0,0.9625,0.9263888888888889,0.9930555555555556,3.3533785348409705e-18,80,4.087088165533766e-15,win,zoo,attractor,1.0
arc,0.7,ds_onecoin,race,0.9625,0.0,0.9625,0.923611111111111,0.9916666666666668,3.3533785348409705e-18,80,4.087088165533766e-15,win,zoo,attractor,1.0
arc,0.7,aip_gated,race,0.9625,0.9847222222222223,-0.02222222222222222,-0.05277777777777777,0.0027777777777777805,0.10366455594256074,80,1.0,tie,zoo,attractor,1.0
arc,0.7,aip_soft,race,0.9625,0.9875,-0.025,-0.05555555555555556,-0.002777777777777776,0.02537018998796114,80,1.0,tie,zoo,attractor,1.0
arc,0.7,self,race,0.8708333333333333,0.9069444444444443,-0.03611111111111111,-0.05972222222222221,-0.016666666666666663,0.0003165785699389829,80,0.20989159186954567,tie,zoo,camouflage,0.7
arc,0.7,majority,race,0.8708333333333333,0.8208333333333332,0.05,0.015277777777777776,0.08888888888888888,0.018590238989742627,80,1.0,tie,zoo,camouflage,0.7
arc,0.7,ds_onecoin,race,0.8708333333333333,0.8208333333333332,0.05,0.016666666666666666,0.08888888888888888,0.018590238989742627,80,1.0,tie,zoo,camouflage,0.7
arc,0.7,aip_gated,race,0.8708333333333333,0.5805555555555556,0.29027777777777786,0.2500000000000001,0.32638888888888895,1.1150115979792255e-14,80,1.1696471662802075e-11,win,zoo,camouflage,0.7
arc,0.7,aip_soft,race,0.8708333333333333,0.5805555555555556,0.29027777777777786,0.24861111111111117,0.32638888888888895,1.1150115979792255e-14,80,1.1696471662802075e-11,win,zoo,camouflage,0.7
arc,0.7,self,race,0.8708333333333333,0.9069444444444443,-0.03611111111111111,-0.05972222222222221,-0.018055555555555554,0.0003165785699389829,80,0.20989159186954567,tie,zoo,camouflage,0.9
arc,0.7,majority,race,0.8708333333333333,0.8208333333333332,0.05,0.016666666666666666,0.0875,0.018590238989742627,80,1.0,tie,zoo,camouflage,0.9
arc,0.7,ds_onecoin,race,0.8708333333333333,0.8208333333333332,0.05,0.01666666666666667,0.09027777777777776,0.018590238989742627,80,1.0,tie,zoo,camouflage,0.9
arc,0.7,aip_gated,race,0.8708333333333333,0.5805555555555556,0.29027777777777786,0.24861111111111117,0.32638888888888895,1.1150115979792255e-14,80,1.1696471662802075e-11,win,zoo,camouflage,0.9
arc,0.7,aip_soft,race,0.8708333333333333,0.5805555555555556,0.29027777777777786,0.24861111111111117,0.32500000000000007,1.1150115979792255e-14,80,1.1696471662802075e-11,win,zoo,camouflage,0.9
arc,0.7,self,race,0.9416666666666667,0.9069444444444443,0.03472222222222223,0.012465277777777782,0.05972222222222223,0.015275717637741009,80,1.0,tie,zoo,echo,1.0
arc,0.7,majority,race,0.9416666666666667,0.9291666666666666,0.0125,0.0,0.025,0.08327686887710241,80,1.0,tie,zoo,echo,1.0
arc,0.7,ds_onecoin,race,0.9416666666666667,0.9416666666666667,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,echo,1.0
arc,0.7,aip_gated,race,0.9416666666666667,0.9402777777777779,0.001388888888888891,-0.002777777777777776,0.005555555555555561,0.5538887445996896,80,1.0,tie,zoo,echo,1.0
arc,0.7,aip_soft,race,0.9416666666666667,0.9402777777777779,0.001388888888888891,-0.002777777777777776,0.0069444444444444475,0.5538887445996896,80,1.0,tie,zoo,echo,1.0
arc,0.7,self,race,0.9958333333333333,0.9069444444444443,0.0888888888888889,0.05,0.13611111111111113,3.890555915625417e-05,80,0.028275796790621126,win,zoo,gate_aware,0.0
arc,0.7,majority,race,0.9958333333333333,0.20416666666666666,0.7916666666666667,0.7333333333333334,0.85,1.7318170914626759e-15,80,1.875557910054078e-12,win,zoo,gate_aware,0.0
arc,0.7,ds_onecoin,race,0.9958333333333333,0.0,0.9958333333333333,0.9875,1.0,6.061315252040144e-19,80,7.455417760009376e-16,win,zoo,gate_aware,0.0
arc,0.7,aip_gated,race,0.9958333333333333,0.0,0.9958333333333333,0.9875,1.0,6.061315252040144e-19,80,7.455417760009376e-16,win,zoo,gate_aware,0.0
arc,0.7,aip_soft,race,0.9958333333333333,0.2541666666666667,0.7416666666666666,0.701388888888889,0.7819444444444444,6.087436839438753e-15,80,6.477032797162833e-12,win,zoo,gate_aware,0.0
arc,0.7,self,race,0.9791666666666666,0.9069444444444443,0.07222222222222223,0.04166666666666667,0.10694444444444447,3.891143689224593e-05,80,0.028275796790621126,win,zoo,gate_aware,0.25
arc,0.7,majority,race,0.9791666666666666,0.1125,0.8666666666666668,0.8166666666666668,0.9125,4.626649285608945e-16,80,5.100364993663993e-13,win,zoo,gate_aware,0.25
arc,0.7,ds_onecoin,race,0.9791666666666666,0.0,0.9791666666666666,0.9583333333333334,0.9958333333333332,3.3445893334973532e-18,80,4.087088165533766e-15,win,zoo,gate_aware,0.25
arc,0.7,aip_gated,race,0.9791666666666666,0.0,0.9791666666666666,0.9583333333333333,0.9958333333333332,3.3445893334973532e-18,80,4.087088165533766e-15,win,zoo,gate_aware,0.25
arc,0.7,aip_soft,race,0.9791666666666666,0.20833333333333331,0.7708333333333334,0.7166666666666668,0.8194791666666664,4.577469655295679e-15,80,4.893315061511081e-12,win,zoo,gate_aware,0.25
arc,0.7,self,race,0.9625,0.9069444444444443,0.05555555555555556,0.02777777777777778,0.08611111111111111,0.0003980765112762206,80,0.26153626790847695,tie,zoo,gate_aware,0.5
arc,0.7,majority,race,0.9625,0.03333333333333333,0.9291666666666668,0.8875,0.9666666666666668,3.418924486532002e-17,80,3.938601008484866e-14,win,zoo,gate_aware,0.5
arc,0.7,ds_onecoin,race,0.9625,0.0,0.9625,0.925,0.9916666666666666,4.89653958619419e-18,80,5.928103634698658e-15,win,zoo,gate_aware,0.5
arc,0.7,aip_gated,race,0.9625,0.6055555555555555,0.3569444444444445,0.29861111111111116,0.4180555555555555,1.293111522082388e-13,80,1.2944046336044704e-10,win,zoo,gate_aware,0.5
arc,0.7,aip_soft,race,0.9625,0.8763888888888889,0.08611111111111111,0.047222222222222235,0.13194444444444445,3.8917315321643444e-05,80,0.028275796790621126,win,zoo,gate_aware,0.5
arc,0.7,self,race,0.9625,0.9069444444444443,0.05555555555555556,0.029166666666666674,0.08472222222222223,6.546343802436306e-05,80,0.046305924798761416,win,zoo,gate_aware,0.75
arc,0.7,majority,race,0.9625,0.004166666666666667,0.9583333333333334,0.9291666666666666,0.9833333333333334,9.92548775902881e-18,80,1.159296970254565e-14,win,zoo,gate_aware,0.75
arc,0.7,ds_onecoin,race,0.9625,0.0,0.9625,0.9333333333333332,0.9875,7.022382676812386e-18,80,8.230232497224116e-15,win,zoo,gate_aware,0.75
arc,0.7,aip_gated,race,0.9625,0.6152777777777778,0.3472222222222223,0.32638888888888895,0.3694444444444445,1.2873511706395727e-16,80,1.4559941739933568e-13,win,zoo,gate_aware,0.75
arc,0.7,aip_soft,race,0.9625,0.9486111111111111,0.013888888888888892,-0.0013888888888888853,0.036111111111111115,0.17245372678263393,80,1.0,tie,zoo,gate_aware,0.75
arc,0.7,self,race,0.951388888888889,0.9069444444444443,0.04444444444444445,0.022222222222222227,0.0694791666666665,0.000681649806568217,80,0.42423777488604836,tie,zoo,gate_aware,1.0
arc,0.7,majority,race,0.951388888888889,0.0,0.951388888888889,0.913888888888889,0.9819444444444445,9.934555574326053e-18,80,1.1593626355238503e-14,win,zoo,gate_aware,1.0
arc,0.7,ds_onecoin,race,0.951388888888889,0.0,0.951388888888889,0.913888888888889,0.9819444444444445,9.934555574326053e-18,80,1.1593626355238503e-14,win,zoo,gate_aware,1.0
arc,0.7,aip_gated,race,0.951388888888889,0.9472222222222222,0.004166666666666668,-0.002777777777777776,0.015277777777777779,0.5538940370211425,80,1.0,tie,zoo,gate_aware,1.0
arc,0.7,aip_soft,race,0.951388888888889,0.9472222222222223,0.0041666666666666675,0.0,0.0125,0.31731050786291415,80,1.0,tie,zoo,gate_aware,1.0
arc,0.7,self,race,0.9875,0.9069444444444443,0.08055555555555557,0.044444444444444446,0.12083333333333335,3.891143689224593e-05,80,0.028275796790621126,win,zoo,independent,1.0
arc,0.7,majority,race,0.9875,0.21666666666666665,0.7708333333333334,0.7041666666666667,0.8375,2.344781337916814e-15,80,2.5276742822743256e-12,win,zoo,independent,1.0
arc,0.7,ds_onecoin,race,0.9875,0.004166666666666667,0.9833333333333332,0.9666666666666666,0.9958333333333333,2.252062253911871e-18,80,2.7587762610420424e-15,win,zoo,independent,1.0
arc,0.7,aip_gated,race,0.9875,0.0,0.9875,0.9708333333333332,1.0,1.4842450336609278e-18,80,1.8226529013356192e-15,win,zoo,independent,1.0
arc,0.7,aip_soft,race,0.9875,0.2791666666666667,0.7083333333333334,0.6569444444444446,0.7569791666666665,6.322998746336045e-15,80,6.721347667355215e-12,win,zoo,independent,1.0
arc,0.7,self,race,0.9541666666666668,0.9069444444444443,0.047222222222222235,0.02083333333333334,0.07500000000000001,0.0012976756889995895,80,0.7721170349547557,tie,zoo,partial,0.5
arc,0.7,majority,race,0.9541666666666668,0.8208333333333334,0.13333333333333336,0.08750000000000002,0.1791666666666667,3.7414913309136757e-07,80,0.0003038090960701905,win,zoo,partial,0.5
arc,0.7,ds_onecoin,race,0.9541666666666668,0.9541666666666668,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,partial,0.5
arc,0.7,aip_gated,race,0.9541666666666668,0.7027777777777777,0.25138888888888894,0.20968750000000005,0.2944444444444445,3.320599877031757e-14,80,3.396973674203487e-11,win,zoo,partial,0.5
arc,0.7,aip_soft,race,0.9541666666666668,0.5597222222222221,0.3944444444444445,0.3472222222222223,0.44305555555555565,5.768253683048156e-15,80,6.160494933495431e-12,win,zoo,partial,0.5
arc,0.7,self,race,0.9291666666666668,0.9069444444444443,0.022222222222222233,0.0013888888888888937,0.04444444444444446,0.059827992265854495,80,1.0,tie,zoo,partial,0.8
arc,0.7,majority,race,0.9291666666666668,0.2333333333333333,0.6958333333333334,0.6250000000000001,0.7625,4.468711954198764e-15,80,4.7815217909926775e-12,win,zoo,partial,0.8
arc,0.7,ds_onecoin,race,0.9291666666666668,0.0125,0.9166666666666667,0.8583333333333334,0.9625,2.3687247375066735e-17,80,2.735877071820208e-14,win,zoo,partial,0.8
arc,0.7,aip_gated,race,0.9291666666666668,0.7972222222222223,0.13194444444444448,0.08611111111111111,0.1819791666666665,1.226575697223323e-06,80,0.0009788074063842118,win,zoo,partial,0.8
arc,0.7,aip_soft,race,0.9291666666666668,0.8486111111111111,0.08055555555555556,0.04166666666666667,0.12222222222222223,0.0004392023229694869,80,0.28723831922204446,tie,zoo,partial,0.8
arc,0.7,self,race,0.0,0.9069444444444443,-0.9069444444444443,-0.9486111111111111,-0.8597222222222222,1.2084452499401263e-16,80,1.3679600229322228e-13,loss,zoo,sleeper,1.0
arc,0.7,majority,race,0.0,0.0,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,sleeper,1.0
arc,0.7,ds_onecoin,race,0.0,0.0,0.0,0.0,0.0,1.0,80,1.0,tie,zoo,sleeper,1.0
arc,0.7,aip_gated,race,0.0,0.2180555555555556,-0.2180555555555556,-0.22638888888888892,-0.2083333333333334,3.5949315013379105e-18,80,4.360651911122885e-15,loss,zoo,sleeper,1.0
arc,0.7,aip_soft,race,0.0,0.21527777777777785,-0.21527777777777785,-0.22222222222222227,-0.20694444444444446,1.5943547529518585e-18,80,1.9546789271189784e-15,loss,zoo,sleeper,1.0
arc,0.7,self,race,0.9361111111111111,0.9069444444444443,0.029166666666666674,0.005555555555555561,0.056944444444444464,0.03701502754009456,80,1.0,tie,zoo,uninformative,1.0
arc,0.7,majority,race,0.9361111111111111,0.7791666666666666,0.15694444444444447,0.10690972222222223,0.2125,1.7212989969018725e-07,80,0.00014128348307847931,win,zoo,uninformative,1.0
arc,0.7,ds_onecoin,race,0.9361111111111111,0.9375,-0.0013888888888888896,-0.004166666666666668,0.0,0.31731050786291415,80,1.0,tie,zoo,uninformative,1.0
arc,0.7,aip_gated,race,0.9361111111111111,0.836111111111111,0.10000000000000002,0.05000000000000001,0.1472569444444443,1.0562957700148257e-05,80,0.007975033063611935,win,zoo,uninformative,1.0
arc,0.7,aip_soft,race,0.9361111111111111,0.8958333333333333,0.04027777777777779,0.0027777777777777874,0.08055555555555556,0.003078788551794964,80,1.0,tie,zoo,uninformative,1.0
boolq,0.3,self,race,0.9333333333333332,0.8988095238095237,0.034523809523809526,0.012485119047619049,0.058333333333333334,0.006239434157465591,80,1.0,tie,zoo,attractor,1.0
boolq,0.3,majority,race,0.9333333333333332,0.875,0.058333333333333334,0.020833333333333336,0.10416666666666667,0.004695411136664744,80,1.0,tie,zoo,attractor,1.0
boolq,0.3,ds_onecoin,race,0.9333333333333332,0.95,-0.016666666666666666,-0.041666666666666664,0.0,0.08327686887710241,80,1.0,tie,zoo,attractor,1.0
boolq,0.3,aip_gated,race,0.9333333333333332,0.880952380952381,0.052380952380952375,0.020833333333333336,0.09166666666666667,0.002714655105259367,80,1.0,tie,zoo,attractor,1.0
boolq,0.3,aip_soft,race,0.9333333333333332,0.925,0.008333333333333335,0.0,0.020833333333333336,0.15729920705028502,80,1.0,tie,zoo,attractor,1.0
boolq,0.3,self,race,0.9101190476190476,0.8988095238095237,0.01130952380952381,-0.0071428571428571366,0.03154761904761905,0.11735830068322663,80,1.0,tie,zoo,camouflage,0.7
boolq,0.3,majority,race,0.9101190476190476,0.9083333333333332,0.0017857142857142876,-0.011919642857142856,0.01666666666666667,0.9847561172018832,80,1.0,tie,zoo,camouflage,0.7
boolq,0.3,ds_onecoin,race,0.9101190476190476,0.9083333333333332,0.0017857142857142876,-0.013095238095238094,0.01666666666666667,0.9847561172018832,80,1.0,tie,zoo,camouflage,0.7
boolq,0.3,aip_gated,race,0.9101190476190476,0.9125,-0.0023809523809523807,-0.014285714285714285,0.01011904761904762,0.6547739022603365,80,1.0,tie,zoo,camouflage,0.7
boolq,0.3,aip_soft,race,0.9101190476190476,0.9125,-0.0023809523809523807,-0.014285714285714285,0.009523809523809523,0.6547739022603365,80,1.0,tie,zoo,camouflage,0.7
boolq,0.3,self,race,0.925,0.8988095238095237,0.026190476190476198,0.007142857142857145,0.04583333333333334,0.006862376405636445,80,1.0,tie,zoo,camouflage,0.9
boolq,0.3,majority,race,0.925,0.875,0.05,0.01666666666666667,0.09166666666666665,0.004695189951962086,80,1.0,tie,zoo,camouflage,0.9
boolq,0.3,ds_onecoin,race,0.925,0.9125,0.0125,0.0,0.029166666666666667,0.08327686887710241,80,1.0,tie,zoo,camouflage,0.9
boolq,0.3,aip_gated,race,0.925,0.9,0.025,0.008333333333333335,0.04583333333333334,0.014324109135100276,80,1.0,tie,zoo,camouflage,0.9
boolq,0.3,aip_soft,race,0.925,0.9,0.025,0.008333333333333335,0.04583333333333334,0.014324109135100276,80,1.0,tie,zoo,camouflage,0.9
