benchmark,f,attack,param,baseline,target,target_acc,baseline_acc,delta,ci_low,ci_high,p,n_tasks,p_holm,verdict
gsm8k,0.7,partial,0.8,oracle_channel_honest,race,0.9672222222222223,0.9716666666666667,-0.0044444444444444444,-0.013333333333333332,0.0022222222222222227,0.3173174164323236,200,1.0,tie
gsm8k,0.7,sleeper,1.0,oracle_channel_honest,race,0.0,0.9716666666666667,-0.9716666666666667,-0.99,-0.95,1.3908544193683946e-43,200,4.5063683187535986e-41,loss
gsm8k,0.7,uninformative,1.0,oracle_channel_honest,race,0.9633333333333334,0.9716666666666667,-0.008333333333333333,-0.015,-0.0022222222222222222,0.014308996814659027,200,1.0,tie
math500,0.3,attractor,1.0,oracle_channel_honest,race,0.849404761904762,0.9291666666666666,-0.07976190476190476,-0.09166666666666665,-0.06488095238095237,1.072332064255399e-14,80,3.292059437264075e-12,loss
math500,0.3,camouflage,0.7,oracle_channel_honest,race,0.8416666666666666,0.9291666666666666,-0.0875,-0.1375,-0.04166666666666667,0.00018582538591413583,80,0.050916155740473215,tie
math500,0.3,camouflage,0.9,oracle_channel_honest,race,0.8386904761904763,0.9291666666666666,-0.09047619047619047,-0.12797619047619047,-0.058333333333333334,4.403671758617513e-11,80,1.3166978558266365e-08,loss
math500,0.3,echo,1.0,oracle_channel_honest,race,0.850595238095238,0.9291666666666666,-0.07857142857142858,-0.12619047619047621,-0.04166666666666667,0.0001861626093260172,80,0.050916155740473215,tie
math500,0.3,gate_aware,0.0,oracle_channel_honest,race,0.9416666666666668,0.9291666666666666,0.0125,0.0,0.03333333333333333,0.15730741684009697,80,1.0,tie
math500,0.3,gate_aware,0.25,oracle_channel_honest,race,0.9416666666666667,0.9291666666666666,0.0125,0.0,0.029166666666666664,0.08327686887710241,80,1.0,tie
math500,0.3,gate_aware,0.5,oracle_channel_honest,race,0.9375,0.9291666666666666,0.008333333333333335,0.0,0.020833333333333336,0.15730741684009697,80,1.0,tie
math500,0.3,gate_aware,0.75,oracle_channel_honest,race,0.9375,0.9291666666666666,0.008333333333333335,0.0,0.020833333333333336,0.15730741684009697,80,1.0,tie
math500,0.3,gate_aware,1.0,oracle_channel_honest,race,0.8422619047619048,0.9291666666666666,-0.0869047619047619,-0.09285714285714285,-0.08095238095238094,1.296498372078011e-17,80,4.161759774370415e-15,loss
math500,0.3,independent,1.0,oracle_channel_honest,race,0.9333333333333332,0.9291666666666666,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie
math500,0.3,llm:always_wrong,1.0,oracle_channel_honest,race,0.9166666666666667,0.9291666666666666,-0.0125,-0.029166666666666667,0.0,0.0832645166635504,80,1.0,tie
math500,0.3,llm:rushing,1.0,oracle_channel_honest,race,0.9125,0.9291666666666666,-0.01666666666666667,-0.03333333333333334,-0.0041666666666666675,0.04550026389635839,80,1.0,tie
math500,0.3,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.9291666666666666,0.9291666666666666,0.0,0.0,0.0,1.0,80,1.0,tie
math500,0.3,llm:semantic_negation,1.0,oracle_channel_honest,race,0.9291666666666666,0.9291666666666666,0.0,0.0,0.0,1.0,80,1.0,tie
math500,0.3,partial,0.5,oracle_channel_honest,race,0.855952380952381,0.9291666666666666,-0.07321428571428572,-0.09642857142857143,-0.04821428571428571,2.0773793448593408e-10,80,6.190590447680835e-08,loss
math500,0.3,partial,0.8,oracle_channel_honest,race,0.8380952380952383,0.9291666666666666,-0.09107142857142857,-0.10297619047619049,-0.07974702380952388,8.912972964727088e-16,80,2.7986735109243057e-13,loss
math500,0.3,sleeper,1.0,oracle_channel_honest,race,0.8083333333333332,0.9291666666666666,-0.12083333333333335,-0.1791666666666667,-0.07083333333333333,6.51929356683355e-05,80,0.018222155337727218,loss
math500,0.3,uninformative,1.0,oracle_channel_honest,race,0.8113095238095239,0.9291666666666666,-0.11785714285714288,-0.15476190476190477,-0.08630952380952381,4.977367822657223e-15,80,1.5479613928463963e-12,loss
math500,0.5,attractor,1.0,oracle_channel_honest,race,0.8591666666666666,0.9125,-0.05333333333333341,-0.06416666666666675,-0.03416666666666675,1.3016166212055034e-15,80,4.0740600243732255e-13,loss
math500,0.5,camouflage,0.7,oracle_channel_honest,race,0.7,0.9125,-0.2125,-0.2833333333333333,-0.14583333333333334,5.5447113591579927e-08,80,1.619055716874134e-05,loss
math500,0.5,camouflage,0.9,oracle_channel_honest,race,0.6783333333333333,0.9125,-0.2341666666666667,-0.30085416666666676,-0.1666666666666667,2.0309017385604945e-11,80,6.123951105701325e-09,loss
math500,0.5,echo,1.0,oracle_channel_honest,race,0.8158333333333333,0.9125,-0.09666666666666668,-0.13918750000000002,-0.05414583333333344,4.964251707727386e-05,80,0.014048832332868503,loss
math500,0.5,gate_aware,0.0,oracle_channel_honest,race,0.9333333333333332,0.9125,0.020833333333333336,0.0041666666666666675,0.04583333333333334,0.045513406646735394,80,1.0,tie
math500,0.5,gate_aware,0.25,oracle_channel_honest,race,0.9291666666666666,0.9125,0.01666666666666667,0.0,0.037500000000000006,0.08327686887710241,80,1.0,tie
math500,0.5,gate_aware,0.5,oracle_channel_honest,race,0.9291666666666666,0.9125,0.01666666666666667,0.0,0.0375,0.08327686887710241,80,1.0,tie
math500,0.5,gate_aware,0.75,oracle_channel_honest,race,0.9258333333333333,0.9125,0.013333333333333336,-0.004999999999999999,0.035,0.6730047571931834,80,1.0,tie
math500,0.5,gate_aware,1.0,oracle_channel_honest,race,0.8416666666666666,0.9125,-0.07083333333333341,-0.10166666666666675,-0.04083333333333342,1.3840925272146908e-11,80,4.1938003574605134e-09,loss
math500,0.5,independent,1.0,oracle_channel_honest,race,0.925,0.9125,0.0125,0.0,0.03333333333333334,0.15730741684009697,80,1.0,tie
math500,0.5,llm:always_wrong,1.0,oracle_channel_honest,race,0.8541666666666666,0.9125,-0.058333333333333334,-0.09583333333333335,-0.025000000000000005,0.0013694026740385407,80,0.35878350059809766,tie
math500,0.5,llm:rushing,1.0,oracle_channel_honest,race,0.8416666666666666,0.9125,-0.07083333333333333,-0.12927083333333336,-0.020833333333333332,0.032259205757848464,80,1.0,tie
math500,0.5,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.8891666666666665,0.9125,-0.023333333333333338,-0.0491875,0.0,0.06011556322238433,80,1.0,tie
math500,0.5,llm:semantic_negation,1.0,oracle_channel_honest,race,0.9058333333333334,0.9125,-0.006666666666666672,-0.014166666666666675,-0.0008333333333333332,0.05786847866025163,80,1.0,tie
math500,0.5,partial,0.5,oracle_channel_honest,race,0.8133333333333332,0.9125,-0.09916666666666674,-0.13250000000000012,-0.07000000000000008,1.0174021631760655e-14,80,3.1335986625822818e-12,loss
math500,0.5,partial,0.8,oracle_channel_honest,race,0.7958333333333332,0.9125,-0.11666666666666677,-0.1625000000000001,-0.07581250000000019,7.122117802017454e-13,80,2.1722459296153236e-10,loss
math500,0.5,sleeper,1.0,oracle_channel_honest,race,0.2866666666666667,0.9125,-0.6258333333333334,-0.6841875000000001,-0.5666666666666667,5.800573967675214e-15,80,1.7981779299793162e-12,loss
math500,0.5,uninformative,1.0,oracle_channel_honest,race,0.7949999999999999,0.9125,-0.11750000000000009,-0.15500000000000008,-0.08583333333333341,1.1855134048025175e-14,80,3.6276710186957034e-12,loss
math500,0.7,attractor,1.0,oracle_channel_honest,race,0.85,0.8375,0.0125,0.0,0.029166666666666667,0.0832645166635504,80,1.0,tie
math500,0.7,camouflage,0.7,oracle_channel_honest,race,0.5541666666666666,0.8375,-0.2833333333333333,-0.34305555555555556,-0.22638888888888892,2.0277983793712997e-11,80,6.123951105701325e-09,loss
math500,0.7,camouflage,0.9,oracle_channel_honest,race,0.5541666666666666,0.8375,-0.2833333333333333,-0.34447916666666667,-0.22500000000000003,2.0277983793712997e-11,80,6.123951105701325e-09,loss
math500,0.7,echo,1.0,oracle_channel_honest,race,0.7611111111111111,0.8375,-0.07638888888888888,-0.11388888888888889,-0.04444444444444444,2.306383788705216e-05,80,0.00661932147358397,loss
math500,0.7,gate_aware,0.0,oracle_channel_honest,race,0.8541666666666666,0.8375,0.01666666666666667,0.0041666666666666675,0.03333333333333334,0.04550026389635839,80,1.0,tie
math500,0.7,gate_aware,0.25,oracle_channel_honest,race,0.8541666666666666,0.8375,0.01666666666666667,0.0041666666666666675,0.03333333333333334,0.04550026389635839,80,1.0,tie
math500,0.7,gate_aware,0.5,oracle_channel_honest,race,0.8541666666666666,0.8375,0.01666666666666667,0.0041666666666666675,0.03333333333333334,0.04550026389635839,80,1.0,tie
math500,0.7,gate_aware,0.75,oracle_channel_honest,race,0.85,0.8375,0.0125,0.0,0.029166666666666667,0.0832645166635504,80,1.0,tie
math500,0.7,gate_aware,1.0,oracle_channel_honest,race,0.8388888888888889,0.8375,0.0013888888888888868,-0.011111111111111115,0.015277777777777779,0.4941442583763954,80,1.0,tie
math500,0.7,independent,1.0,oracle_channel_honest,race,0.8541666666666666,0.8375,0.01666666666666667,0.0041666666666666675,0.03333333333333334,0.04550026389635839,80,1.0,tie
math500,0.7,llm:always_wrong,1.0,oracle_channel_honest,race,0.7277777777777777,0.8375,-0.10972222222222223,-0.14305555555555557,-0.07638888888888891,2.8836504601440664e-09,80,8.535605362026437e-07,loss
math500,0.7,llm:rushing,1.0,oracle_channel_honest,race,0.7416666666666667,0.8375,-0.09583333333333333,-0.14583333333333331,-0.05416666666666666,6.507912620616864e-05,80,0.018222155337727218,loss
math500,0.7,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.7708333333333334,0.8375,-0.06666666666666668,-0.0959375,-0.0375,6.405848762948336e-05,80,0.018064493511514308,loss
math500,0.7,llm:semantic_negation,1.0,oracle_channel_honest,race,0.7513888888888889,0.8375,-0.08611111111111111,-0.1125,-0.05972222222222223,6.2083749375241655e-09,80,1.8314706065696289e-06,loss
math500,0.7,partial,0.5,oracle_channel_honest,race,0.6513888888888889,0.8375,-0.18611111111111112,-0.23472222222222222,-0.13611111111111113,5.874929283274523e-10,80,1.7448539971325334e-07,loss
math500,0.7,partial,0.8,oracle_channel_honest,race,0.7666666666666666,0.8375,-0.07083333333333333,-0.1208333333333333,-0.024999999999999998,0.003036939830307108,80,0.7653088372373912,tie
math500,0.7,sleeper,1.0,oracle_channel_honest,race,0.0,0.8375,-0.8375,-0.8958333333333333,-0.7790625000000004,7.200204504371338e-16,80,2.2680644188769715e-13,loss
math500,0.7,uninformative,1.0,oracle_channel_honest,race,0.5944444444444444,0.8375,-0.24305555555555564,-0.28472222222222227,-0.20694444444444446,8.406174210910201e-13,80,2.555476960116701e-10,loss
medqa,0.3,attractor,1.0,oracle_channel_honest,race,0.8833333333333332,0.8875,-0.0041666666666666675,-0.025,0.0125,0.6547208460185769,80,1.0,tie
medqa,0.3,camouflage,0.7,oracle_channel_honest,race,0.8083333333333332,0.8875,-0.07916666666666666,-0.12916666666666665,-0.0375,0.00031616384995887,80,0.0853642394888949,tie
medqa,0.3,camouflage,0.9,oracle_channel_honest,race,0.8458333333333334,0.8875,-0.041666666666666664,-0.07916666666666668,-0.0125,0.014326810850140903,80,1.0,tie
medqa,0.3,echo,1.0,oracle_channel_honest,race,0.8416666666666666,0.8875,-0.04583333333333334,-0.07916666666666668,-0.016666666666666666,0.006226217259570895,80,1.0,tie
medqa,0.3,gate_aware,0.0,oracle_channel_honest,race,0.9005952380952381,0.8875,0.013095238095238096,-0.002976190476190475,0.03333333333333333,0.17245020063156558,80,1.0,tie
medqa,0.3,gate_aware,0.25,oracle_channel_honest,race,0.9083333333333332,0.8875,0.020833333333333336,0.004761904761904762,0.039880952380952385,0.014328161791897878,80,1.0,tie
medqa,0.3,gate_aware,0.5,oracle_channel_honest,race,0.9125,0.8875,0.025,0.008333333333333333,0.04583333333333333,0.01432208299624319,80,1.0,tie
medqa,0.3,gate_aware,0.75,oracle_channel_honest,race,0.9083333333333332,0.8875,0.020833333333333332,0.004166666666666667,0.0375,0.02535935531944917,80,1.0,tie
medqa,0.3,gate_aware,1.0,oracle_channel_honest,race,0.8785714285714287,0.8875,-0.008928571428571428,-0.02142857142857143,0.0,0.08328098628159922,80,1.0,tie
medqa,0.3,independent,1.0,oracle_channel_honest,race,0.9166666666666666,0.8875,0.029166666666666664,0.0,0.058333333333333334,0.06132728820422179,80,1.0,tie
medqa,0.3,llm:always_wrong,1.0,oracle_channel_honest,race,0.8511904761904763,0.8875,-0.03630952380952381,-0.06666666666666668,-0.011279761904762065,0.014326810850140903,80,1.0,tie
medqa,0.3,llm:rushing,1.0,oracle_channel_honest,race,0.8642857142857142,0.8875,-0.02321428571428571,-0.050595238095238096,0.0,0.1014407447601011,80,1.0,tie
medqa,0.3,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.8672619047619048,0.8875,-0.02023809523809524,-0.04940476190476191,0.0041666666666666675,0.17978044730877452,80,1.0,tie
medqa,0.3,llm:semantic_negation,1.0,oracle_channel_honest,race,0.8625,0.8875,-0.024999999999999998,-0.050595238095238096,-0.004166666666666667,0.05628620616791604,80,1.0,tie
medqa,0.3,partial,0.5,oracle_channel_honest,race,0.8791666666666668,0.8875,-0.008333333333333335,-0.025,0.004270833333332767,0.32043220102676795,80,1.0,tie
medqa,0.3,partial,0.8,oracle_channel_honest,race,0.85,0.8875,-0.0375,-0.07083333333333333,-0.008333333333333335,0.014326135400321151,80,1.0,tie
medqa,0.3,sleeper,1.0,oracle_channel_honest,race,0.8333333333333333,0.8875,-0.054166666666666675,-0.09166666666666667,-0.020833333333333336,0.0027132439264384418,80,0.6977357611955928,tie
medqa,0.3,uninformative,1.0,oracle_channel_honest,race,0.8577380952380953,0.8875,-0.02976190476190476,-0.05892857142857143,-0.00595238095238095,0.014328161791897878,80,1.0,tie
medqa,0.5,attractor,1.0,oracle_channel_honest,race,0.875,0.8666666666666666,0.008333333333333333,0.0,0.020833333333333332,0.15729920705028502,80,1.0,tie
medqa,0.5,camouflage,0.7,oracle_channel_honest,race,0.7875,0.8666666666666666,-0.07916666666666666,-0.12083333333333335,-0.04583333333333332,6.481308475378294e-05,80,0.018212476815813006,loss
medqa,0.5,camouflage,0.9,oracle_channel_honest,race,0.825,0.8666666666666666,-0.041666666666666664,-0.07083333333333333,-0.016666666666666666,0.002710551098227979,80,0.6977357611955928,tie
medqa,0.5,echo,1.0,oracle_channel_honest,race,0.8191666666666666,0.8666666666666666,-0.0475,-0.07916666666666668,-0.018333333333333337,0.002167508405777053,80,0.5613846770962567,tie
medqa,0.5,gate_aware,0.0,oracle_channel_honest,race,0.9208333333333332,0.8666666666666666,0.05416666666666666,0.025,0.0875,0.0009190510047950632,80,0.24422213480445037,tie
medqa,0.5,gate_aware,0.25,oracle_channel_honest,race,0.9166666666666666,0.8666666666666666,0.05,0.024999999999999998,0.07916666666666668,0.0009181283263325202,80,0.24422213480445037,tie
medqa,0.5,gate_aware,0.5,oracle_channel_honest,race,0.925,0.8666666666666666,0.058333333333333334,0.029166666666666667,0.09166666666666667,0.0005378137102188466,80,0.14413407433865089,tie
medqa,0.5,gate_aware,0.75,oracle_channel_honest,race,0.9,0.8666666666666666,0.03333333333333334,0.0125,0.058333333333333334,0.00816941372786172,80,1.0,tie
medqa,0.5,gate_aware,1.0,oracle_channel_honest,race,0.8666666666666666,0.8666666666666666,0.0,-0.0125,0.0125,1.0,80,1.0,tie
medqa,0.5,independent,1.0,oracle_channel_honest,race,0.9208333333333332,0.8666666666666666,0.05416666666666666,0.020833333333333336,0.09166666666666667,0.0015750397258758365,80,0.4095103287277175,tie
medqa,0.5,llm:always_wrong,1.0,oracle_channel_honest,race,0.8625,0.8666666666666666,-0.004166666666666667,-0.0125,0.0,0.31731050786291415,80,1.0,tie
medqa,0.5,llm:rushing,1.0,oracle_channel_honest,race,0.8583333333333332,0.8666666666666666,-0.008333333333333333,-0.020833333333333332,0.0,0.15729920705028502,80,1.0,tie
medqa,0.5,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.8616666666666667,0.8666666666666666,-0.004999999999999999,-0.018333333333333333,0.008333333333333333,0.32043220102676795,80,1.0,tie
medqa,0.5,llm:semantic_negation,1.0,oracle_channel_honest,race,0.8574999999999999,0.8666666666666666,-0.009166666666666667,-0.021666666666666664,0.0,0.08327686887710241,80,1.0,tie
medqa,0.5,partial,0.5,oracle_channel_honest,race,0.8833333333333332,0.8666666666666666,0.016666666666666666,-0.008333333333333335,0.04166666666666667,0.21376193911370955,80,1.0,tie
medqa,0.5,partial,0.8,oracle_channel_honest,race,0.8458333333333332,0.8666666666666666,-0.020833333333333332,-0.04583333333333332,-0.004166666666666667,0.045513406646735394,80,1.0,tie
medqa,0.5,sleeper,1.0,oracle_channel_honest,race,0.36,0.8666666666666666,-0.5066666666666666,-0.5783333333333334,-0.4375,7.29628707509544e-15,80,2.2545527062044906e-12,loss
medqa,0.5,uninformative,1.0,oracle_channel_honest,race,0.8666666666666666,0.8666666666666666,0.0,0.0,0.0,1.0,80,1.0,tie
medqa,0.7,attractor,1.0,oracle_channel_honest,race,0.8708333333333332,0.8333333333333334,0.0375,0.016666666666666666,0.0625,0.0027044021751767163,80,0.6977357611955928,tie
medqa,0.7,camouflage,0.7,oracle_channel_honest,race,0.6333333333333333,0.8333333333333334,-0.2,-0.2708333333333333,-0.13333333333333336,2.3931896194749925e-07,80,6.964181792672228e-05,loss
medqa,0.7,camouflage,0.9,oracle_channel_honest,race,0.6333333333333333,0.8333333333333334,-0.2,-0.2708333333333333,-0.1375,2.3931896194749925e-07,80,6.964181792672228e-05,loss
medqa,0.7,echo,1.0,oracle_channel_honest,race,0.8291666666666668,0.8333333333333334,-0.0041666666666666675,-0.029166666666666667,0.020833333333333332,0.7126424846450008,80,1.0,tie
medqa,0.7,gate_aware,0.0,oracle_channel_honest,race,0.975,0.8333333333333334,0.14166666666666666,0.07916666666666668,0.2125,3.885464781536125e-05,80,0.011073574627377956,win
medqa,0.7,gate_aware,0.25,oracle_channel_honest,race,0.9486111111111111,0.8333333333333334,0.11527777777777777,0.06527777777777778,0.17222222222222222,6.538187083097955e-05,80,0.018222155337727218,win
medqa,0.7,gate_aware,0.5,oracle_channel_honest,race,0.9291666666666666,0.8333333333333334,0.09583333333333333,0.05416666666666666,0.14177083333333276,3.862229416231367e-05,80,0.01104597613042171,win
medqa,0.7,gate_aware,0.75,oracle_channel_honest,race,0.9125,0.8333333333333334,0.07916666666666666,0.041666666666666664,0.125,0.00018615348924529707,80,0.050916155740473215,tie
medqa,0.7,gate_aware,1.0,oracle_channel_honest,race,0.85,0.8333333333333334,0.016666666666666666,0.0,0.0375,0.10140283026069903,80,1.0,tie
medqa,0.7,independent,1.0,oracle_channel_honest,race,0.9666666666666666,0.8333333333333334,0.13333333333333333,0.07500000000000001,0.2,3.887813888835597e-05,80,0.011073574627377956,win
medqa,0.7,llm:always_wrong,1.0,oracle_channel_honest,race,0.825,0.8333333333333334,-0.008333333333333331,-0.025,0.008333333333333335,0.3266755785132346,80,1.0,tie
medqa,0.7,llm:rushing,1.0,oracle_channel_honest,race,0.8375,0.8333333333333334,0.0041666666666666675,-0.0125,0.020833333333333336,0.6464906101419667,80,1.0,tie
medqa,0.7,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.8291666666666666,0.8333333333333334,-0.004166666666666666,-0.016666666666666666,0.008333333333333335,0.5736315113269761,80,1.0,tie
medqa,0.7,llm:semantic_negation,1.0,oracle_channel_honest,race,0.825,0.8333333333333334,-0.008333333333333331,-0.025,0.008333333333333335,0.3266755785132346,80,1.0,tie
medqa,0.7,partial,0.5,oracle_channel_honest,race,0.8708333333333332,0.8333333333333334,0.03749999999999999,-0.016666666666666673,0.09583333333333333,0.7841699406142871,80,1.0,tie
medqa,0.7,partial,0.8,oracle_channel_honest,race,0.8416666666666668,0.8333333333333334,0.008333333333333335,-0.008333333333333333,0.025,0.3142673418314176,80,1.0,tie
medqa,0.7,sleeper,1.0,oracle_channel_honest,race,0.0,0.8333333333333334,-0.8333333333333334,-0.9041666666666668,-0.7583333333333333,2.4825118654894394e-16,80,7.844737494946629e-14,loss
medqa,0.7,uninformative,1.0,oracle_channel_honest,race,0.825,0.8333333333333334,-0.008333333333333331,-0.025,0.008333333333333335,0.3266755785132346,80,1.0,tie
mmlu,0.3,attractor,1.0,oracle_channel_honest,race,0.9125,0.9083333333333332,0.0041666666666666675,0.0,0.0125,0.31731050786291415,80,1.0,tie
mmlu,0.3,camouflage,0.7,oracle_channel_honest,race,0.8791666666666667,0.9083333333333332,-0.029166666666666667,-0.058333333333333334,-0.004166666666666667,0.04551997832170068,80,1.0,tie
mmlu,0.3,camouflage,0.9,oracle_channel_honest,race,0.9,0.9083333333333332,-0.008333333333333333,-0.025,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.3,echo,1.0,oracle_channel_honest,race,0.8833333333333332,0.9083333333333332,-0.025,-0.058333333333333334,0.00833333333333333,0.06085869174751361,80,1.0,tie
mmlu,0.3,gate_aware,0.0,oracle_channel_honest,race,0.9291666666666666,0.9083333333333332,0.020833333333333332,0.0,0.05,0.08328098628159922,80,1.0,tie
mmlu,0.3,gate_aware,0.25,oracle_channel_honest,race,0.925,0.9083333333333332,0.01666666666666667,0.0,0.0375,0.08328098628159922,80,1.0,tie
mmlu,0.3,gate_aware,0.5,oracle_channel_honest,race,0.9291666666666666,0.9083333333333332,0.020833333333333336,0.004166666666666667,0.04583333333333332,0.04551997832170068,80,1.0,tie
mmlu,0.3,gate_aware,0.75,oracle_channel_honest,race,0.9333333333333332,0.9083333333333332,0.025,0.0041666666666666675,0.054166666666666675,0.04551997832170068,80,1.0,tie
mmlu,0.3,gate_aware,1.0,oracle_channel_honest,race,0.925,0.9083333333333332,0.016666666666666666,0.0,0.0375,0.08328098628159922,80,1.0,tie
mmlu,0.3,independent,1.0,oracle_channel_honest,race,0.9125,0.9083333333333332,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie
mmlu,0.3,llm:always_wrong,1.0,oracle_channel_honest,race,0.9,0.9083333333333332,-0.008333333333333333,-0.025,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.3,llm:rushing,1.0,oracle_channel_honest,race,0.9125,0.9083333333333332,0.0041666666666666675,0.0,0.0125,0.31731050786291415,80,1.0,tie
mmlu,0.3,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.9,0.9083333333333332,-0.008333333333333333,-0.025,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.3,llm:semantic_negation,1.0,oracle_channel_honest,race,0.9,0.9083333333333332,-0.008333333333333333,-0.025,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.3,partial,0.5,oracle_channel_honest,race,0.9,0.9083333333333332,-0.008333333333333333,-0.025,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.3,partial,0.8,oracle_channel_honest,race,0.9041666666666668,0.9083333333333332,-0.004166666666666667,-0.0125,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.3,sleeper,1.0,oracle_channel_honest,race,0.8910714285714285,0.9083333333333332,-0.017261904761904763,-0.046428571428571416,0.0041666666666666675,0.17792743416201462,80,1.0,tie
mmlu,0.3,uninformative,1.0,oracle_channel_honest,race,0.9,0.9083333333333332,-0.008333333333333333,-0.025,0.0,0.31731050786291415,80,1.0,tie
mmlu,0.5,attractor,1.0,oracle_channel_honest,race,0.9208333333333332,0.9166666666666666,0.004166666666666667,0.0,0.0125,0.31731050786291415,80,1.0,tie
mmlu,0.5,camouflage,0.7,oracle_channel_honest,race,0.8583333333333332,0.9166666666666666,-0.058333333333333334,-0.1,-0.025,0.0027132439264384418,80,0.6977357611955928,tie
mmlu,0.5,camouflage,0.9,oracle_channel_honest,race,0.8916666666666666,0.9166666666666666,-0.025,-0.054166666666666675,-6.938893903907229e-19,0.09819142839045847,80,1.0,tie
mmlu,0.5,echo,1.0,oracle_channel_honest,race,0.8875,0.9166666666666666,-0.029166666666666674,-0.0625,-0.0041666666666666675,0.05564709620577607,80,1.0,tie
mmlu,0.5,gate_aware,0.0,oracle_channel_honest,race,0.9375,0.9166666666666666,0.020833333333333332,0.004166666666666667,0.04177083333333277,0.04551997832170068,80,1.0,tie
mmlu,0.5,gate_aware,0.25,oracle_channel_honest,race,0.9416666666666668,0.9166666666666666,0.025,0.004166666666666667,0.058333333333333334,0.04551997832170068,80,1.0,tie
mmlu,0.5,gate_aware,0.5,oracle_channel_honest,race,0.9416666666666667,0.9166666666666666,0.025,0.004166666666666667,0.05833333333333333,0.04551997832170068,80,1.0,tie
mmlu,0.5,gate_aware,0.75,oracle_channel_honest,race,0.945,0.9166666666666666,0.028333333333333332,0.004166666666666667,0.060833333333333336,0.02537018998796114,80,1.0,tie
mmlu,0.5,gate_aware,1.0,oracle_channel_honest,race,0.9183333333333333,0.9166666666666666,0.0016666666666666663,-0.0075000000000000015,0.0125,0.9929035095959442,80,1.0,tie
mmlu,0.5,independent,1.0,oracle_channel_honest,race,0.9375,0.9166666666666666,0.020833333333333332,0.0,0.05416666666666666,0.15730741684009697,80,1.0,tie
mmlu,0.5,llm:always_wrong,1.0,oracle_channel_honest,race,0.9083333333333334,0.9166666666666666,-0.008333333333333333,-0.029166666666666667,0.008333333333333333,0.5587931134723696,80,1.0,tie
mmlu,0.5,llm:rushing,1.0,oracle_channel_honest,race,0.9083333333333334,0.9166666666666666,-0.008333333333333333,-0.029166666666666667,0.008333333333333333,0.5587931134723696,80,1.0,tie
mmlu,0.5,llm:semantic_hallucination,1.0,oracle_channel_honest,race,0.9041666666666668,0.9166666666666666,-0.0125,-0.03333333333333333,0.0,0.15730741684009697,80,1.0,tie
mmlu,0.5,llm:semantic_negation,1.0,oracle_channel_honest,race,0.9041666666666668,0.9166666666666666,-0.0125,-0.0375,0.008333333333333331,0.3112290780285445,80,1.0,tie
mmlu,0.5,partial,0.5,oracle_channel_honest,race,0.9083333333333332,0.9166666666666666,-0.008333333333333335,-0.03333333333333334,0.0125,0.6464906101419667,80,1.0,tie
mmlu,0.5,partial,0.8,oracle_channel_honest,race,0.9125,0.9166666666666666,-0.004166666666666667,-0.025,0.0125,0.9929035095959442,80,1.0,tie
mmlu,0.5,sleeper,1.0,oracle_channel_honest,race,0.45500000000000007,0.9166666666666666,-0.4616666666666667,-0.5533333333333333,-0.375,3.3464229498413403e-15,80,1.044083960350498e-12,loss
mmlu,0.5,uninformative,1.0,oracle_channel_honest,race,0.9075,0.9166666666666666,-0.009166666666666667,-0.030833333333333334,0.008333333333333333,0.31735467877758716,80,1.0,tie
mmlu,0.7,attractor,1.0,oracle_channel_honest,race,0.9027777777777779,0.8916666666666666,0.01111111111111111,-0.005555555555555557,0.029166666666666667,0.16437807644967561,80,1.0,tie
mmlu,0.7,camouflage,0.7,oracle_channel_honest,race,0.7236111111111111,0.8916666666666666,-0.16805555555555557,-0.22361111111111112,-0.11111111111111112,1.3060485998928742e-08,80,3.83978288368505e-06,loss
mmlu,0.7,camouflage,0.9,oracle_channel_honest,race,0.7236111111111111,0.8916666666666666,-0.16805555555555557,-0.22777777777777777,-0.11524305555555575,1.3060485998928742e-08,80,3.83978288368505e-06,loss
mmlu,0.7,echo,1.0,oracle_channel_honest,race,0.85,0.8916666666666666,-0.04166666666666667,-0.06666666666666668,-0.01666666666666667,0.002710551098227979,80,0.6977357611955928,tie
mmlu,0.7,gate_aware,0.0,oracle_channel_honest,race,0.9736111111111111,0.8916666666666666,0.08194444444444444,0.03746527777777778,0.13194444444444448,0.000539084455943597,80,0.14413407433865089,tie
mmlu,0.7,gate_aware,0.25,oracle_channel_honest,race,0.9708333333333332,0.8916666666666666,0.07916666666666666,0.0375,0.125,0.0009197104430808888,80,0.24422213480445037,tie
