f,Receiver alone,Majority vote,Dawid–Skene (label-free),AIP gated,AIP soft gate (M1),RACE (ours),RACE + self cap,Known-channel oracle
0.3,84.92857142857143,80.95833333333333,83.02777777777777,84.42658730158729,82.01587301587303,89.51190476190476,89.18253968253968,91.27777777777779
0.5,84.07222222222222,42.02777777777778,0.0,25.55277777777778,29.941666666666666,33.363888888888894,64.47222222222221,64.7361111111111
0.7,84.18981481481481,0.0,0.0,0.0,1.4583333333333333,0.0,0.0,0.0
